specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collect_number - ;collect_number - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;owner - question_1;owner - no_info;geo - position;geo - radius;geo - description;geo - not_sure;geo - no_info;betulaceae_scientific_name - scientific_name;betulaceae_scientific_name - species_name_not_in_list;betulaceae_scientific_name - genus_name_not_in_list;betulaceae_scientific_name - not_sure;betulaceae_scientific_name - no_info
B;Herbarium Berolinense;B101200302;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Thüringen;;;;08/06/1923 - 08/06/1923;False;False;Bornmüller;;False;;True;A. Callier;;False;Weimar-Erfurt: Bahnwäldchen zwischen Tröbsdorf u. Hopfgarten.;False;;J. Bornmüller;False;50.98620481086564 , 11.256866455078127;;;;False;Alnus incana (L.) Moench;;;;
B;Herbarium Berolinense;B101200303;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;;;;False;Thüringen;;;False;07/10/1923 - 07/10/1923;;False;Hartmann;;False;;True;A. Callier;;False;Drosselberg Abhang nach Melchendorf.;;False;J. Bornmüller;;50.94774867934774 , 11.07082985712612;;;;;Alnus incana var. borealis Norrl.;;;;
B;Herbarium Berolinense;B101200304;12;9145619;BETULACEAE;indet.;sp.;"""mehrere Belege mit widersprüchlichen Angaben""";Iran;;;;False;Mazandaran;;;False;;;;F. Bruns;;;;;;;;;;;;;;;;;;Alnus subcordata C.A.Mey.;;;;
B;Herbarium Berolinense;B101200306;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Thüringen;;;;01/11/1911 - 30/11/1911;False;False;;;True;;True;A. Callier;;False;Weimar am Hainturm;False;;J. Bornmüller;False;50.940965966931515 , 11.365073517679436;;;;False;Alnus incana (L.) Moench;;;;
B;Herbarium Berolinense;B101200307;12;9145619;BETULACEAE;indet.;sp.;;Kolumbien;False;;;;Cundinamarca;;;;05/03/1944 - 05/03/1944;False;False;Elbert L. Little, Jr.;;False;7366;False;Lyman B. Smith;;False;Cordillera Oriental. Bogotá on lower mountain slopes at E edge of city. Altitude 8800 feet. Eucalyptus planttion and shrub páramo.;False;;;True;4.608723438096441 , -74.06466413898704;;;;False;Alnus jorullensis Kunth;;;;
B;Herbarium Berolinense;B101200308;12;9145619;BETULACEAE;indet.;sp.;;Frankreich;False;;;;Corse;;;;17/06/1978 - 17/06/1978;False;False;J. Duvigneaud, J. Lambinon et R. Renard;;False;78/Co/591;False;J. Duvigneaud, J. Lambinon et R. Renard;;False;Forêt de Valdo-Niello au S de la maison forestière de Popaia, vers les bergeríes de Golga (sentier du lac de Nino), alt. env. 1300 m, vallon encaissé granitique vers la limite supérieure de la forêt de pín de Corse;False;;;True;42.26525730005034 , 8.931369781494142;;;;False;Alnus viridis subsp. suaveolens (Req.) P.W.Ball;;;;
B;Herbarium Berolinense;B101200309;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Sachsen-Anhalt;;;;;;True;Hampe;;False;;True;;;True;Bei Blankenburg am Harze.;False;;;True;51.7902676 , 10.9551991;;;;False;Alnus incana (L.) Moench;;;;
B;Herbarium Berolinense;B101200311;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Bayern;;;;01/06/1925 - 01/06/1925;False;False;O. Fiedler;;False;273;False;;;True;"Berchtesgaden, Stöhrweg am Untersberg; 1500 m.";;False;Otto Fiedler;False;47.67748654554553 , 12.976119518280031;;;;False;Alnus viridis (Chaix) DC.;;;;
B;Herbarium Berolinense;B101200312;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Thüringen;;;;11/05/1912 - 11/05/1912;False;False;J. Bornmüller;;False;;True;A. Callier;;False;Weinberge bei Klein Brembach.;False;;J. Bornmüller;False;51.13247 , 11.266835;;;;False;Alnus incana var. hypochlora Callier;;;;
B;Herbarium Berolinense;B101200313;12;9145619;BETULACEAE;indet.;sp.;;Indien;False;;;;Jammu and Kashmir;;;;05/08/1956 - 05/08/1956;False;False;G. Saran & Party;;False;31869;False;Hira Lal;;False;Kud;False;;;True;33.07749 , 75.2928077;;;;False;Alnus nepalensis D.Don;;;;
B;Herbarium Berolinense;B101200314;12;9145619;BETULACEAE;indet.;sp.;;Schweiz;False;;;;Graubünden(Grisons);;;;28/03/1974 - 28/03/1974;False;False;Th. Eckart;;False;2778;False;;;True;Puschlav. Am Poschiavino bei der Brücke S. Martino in Privilasco, 1070 m;False;;;True;46.342758 , 10.06266;;;;False;Alnus incana (L.) Moench;;;;
B;Herbarium Berolinense;B101200315;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;;;;False;Mecklenburg-Vorpommern;;;False;25/05/1953 - 25/05/1953;False;False;;;True;;True;;;True;Woldegk;;False;Krumbholz;False;53.4592923 , 13.5833378;;;;;Alnus incana (L.) Moench;;;;
B;Herbarium Berolinense;B101200316;12;9145619;BETULACEAE;indet.;sp.;;Finnland;False;;;;Länsi-Suomen lääni(Västra Finlands län);;;False;06/08/1899 - 06/08/1899;;;A. Osw. Kihlman;;;;True;;;True;Tavastia borealis, Lakomäki, in pineto.;False;;C. Baenitz,Bothe;False;62.913806236508634 , 25.489740371704105;;;;;Alnus incana var. argentea Norrl. ex Gürke;;;;
B;Herbarium Berolinense;B101200317;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Thüringen;;;;01/05/1926 - 31/05/1926;False;False;J. Bornmüller;;False;;True;;;True;Ettersberg b/Weimar: Südl. Abhänge oberhalb Daasdorf a/B.;False;;J. Bornmüller;False;51.00154955961908 , 11.264247894287111;;;;False;Alnus incana (L.) Moench;;;;
B;Herbarium Berolinense;B101200318;12;9145619;BETULACEAE;indet.;sp.;;Norwegen;False;;;;Hedmark;;;False;05/08/1904 - 05/08/1904;False;False;J. Bornmüller;;False;;True;A. Callier;;False;Dovrefjeld: inter Lille-Elvedal et Hjerkin ad fluvium Fölla. alt. c. 600 m. s. m.;False;;J. Bornmüller;False;62.199 , 10.314;;;;False;Alnus incana (L.) Moench;;;;
B;Herbarium Berolinense;B101200319;12;9145619;BETULACEAE;indet.;sp.;;Iran;;;;False;Gilan;;;False;12/01/1892 - 12/01/1892;;;J. Bornmüller;;;4521;;A. Callier;;False;Persiae bor. prov.: Ghilan: Rescht [Rascht] in silvis (versus Kodum !);;False;J. Bornmüller;;37.28333333333333 , 49.6;;;;;Alnus subcordata C.A.Mey.;;;;
B;Herbarium Berolinense;B101200321;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Thüringen;;;;01/06/1927 - 30/06/1927;False;False;J. Bornmüller;;False;;True;;;True;Weimar: Zwischen Troistedt und Gutendorf (im Forst, Wegrand);False;;J. Bornmüller;False;50.93307204470407 , 11.224937438964846;;;;False;Alnus incana var. borealis Norrl.;;;;
B;Herbarium Berolinense;B101200322;12;9145619;BETULACEAE;indet.;sp.;;Mexiko;False;;;;Tlaxcala;;;;01/12/1902 - 01/12/1902;;;Caec. et Ed. Seler;;;3563;;Winkler;;;Distr. Zaragoza, am Ufer der Rio Atóyatl bei d. Hac. San Juan Atoyac;;False;;True;28.48 , -100.92;;;;;Alnus jorullensis var. acuminata (Kunth) Kuntze;;;;
B;Herbarium Berolinense;B101200323;12;9145619;BETULACEAE;indet.;sp.;;Frankreich;False;;;;Provence-Alpes-Côte-d'Azur;;;;07/08/1868 - 07/08/1868;False;False;E. Reverchon;;False;;True;;;True;Mont Viso. Les bois humides. (bei Briançon Dep. hautes Alpes);False;;E. Reverchon,Schlickum,Gustav Becker;False;44.7058575918328 , 7.036056518554688;;;;False;Alnus viridis (Chaix) DC.;;;;
B;Herbarium Berolinense;B101200324;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Thüringen;;;;01/06/1898 - 30/06/1898;False;False;J. Bornmüller;;False;;True;A. Callier;;False;Berka: Ilmufer.;;False;J. Bornmüller;False;50.89578145550128 , 11.285426616668701;;;;False;Alnus incana (L.) Moench;;;;
B;Herbarium Berolinense;B101200326;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Bayern;;;;14/09/1879 - 14/09/1879;False;False;A. Peter;;False;;True;;;True;Oberbayern München. Herzogenstand, unter dem Gipfel. Z 4;False;;R. Beyer;False;47.613047 , 11.308279;;;;False;Alnus viridis (Chaix) DC.;;;;
B;Herbarium Berolinense;B101200327;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;False;Thüringen;;;;01/09/1915 - 30/09/1915;False;False;J. Bornmüller;;False;;True;A. Callier;;False;"Weimar; Zwischen Ehringsdorf und Hainturm (am Fuße des Berges)";False;;J. Bornmüller;False;50.94423221873402 , 11.350121498107912;;;;False;Alnus incana var. hypochlora Callier;;;;
B;Herbarium Berolinense;B101200328;12;9145619;BETULACEAE;indet.;sp.;;Italien;;;;False;Piemonte;;;False;05/08/1907 - 05/08/1907;False;False;E. Ferrari;;False;;True;;;True;Andorno: trà S. Giovanni e la galleria Rosazza. (Valle del Cervo);;False;Bothe;;45.649479 , 7.993545;;;;;Alnus microphylla Arv.-Touv.;;;;
B;Herbarium Berolinense;B101200329;12;9145619;BETULACEAE;indet.;sp.;;Serbien;;;;False;Moravički;;;False;18/08/1887 - 18/08/1887;;False;J. Bornmüller;;False;;True;;;True;Serbia austr-occid. In locis montanis humidis Javor-Ivanica. C. 8-1000 mtr;;False;J. Bornmüller;False;43.575497 , 20.234917;;;;;Alnus incana (L.) Moench;;;;
B;Herbarium Berolinense;B101200330;12;9145619;BETULACEAE;indet.;sp.;;Litauen;False;;;;Klaipėdos;;;False;19/08/1932 - 19/08/1932;False;False;Julius Riemer;;;30560;False;;;True;Schwarzort [Juodkrantė].;False;;J. Riemer;False;55.5428815 , 21.1217962;;;;;Alnus incana (L.) Moench;;;;
B;Herbarium Berolinense;B101200331;12;9145619;BETULACEAE;indet.;sp.;;Österreich;False;;;;Oberösterreich;;;;01/08/1874 - 31/08/1874;False;False;Keck;;False;;True;A, Callier;;False;Aistershaim [Aistersheim];False;;;True;48.1869598 , 13.7417833;;;;False;Alnus incana var. vulgaris Spach;;;;
B;Herbarium Berolinense;B101200332;12;9145619;BETULACEAE;indet.;sp.;;Schweiz;False;;;;Zürich(Zurich);;;;01/08/1892 - 31/08/1892;False;False;Appel;;False;;True;A. Callier;;False;Tössberg bei Winterthur.;False;;J. Bornmüller;False;47.48 , 8.69;;;;False;Alnus incana (L.) Moench;;;;
B;Herbarium Berolinense;B101200333;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Thüringen;;;;19/05/1920 - 10/07/1920;False;False;J. Bornmüller;;False;;True;A. Callier;;;"Troistedter Forst (b. Weimar); zw. Gutendorf & Troistedt.";;False;J. Bornmüller;;50.92946141741856 , 11.230602264404299;;;;;Alnus incana var. borealis Norrl.;;;;
B;Herbarium Berolinense;B101200334;12;9145619;BETULACEAE;indet.;sp.;;Iran;;;;False;Golestan;;;False;29/11/1900 - 29/11/1900;;;P. Sintenis;;;2123 b;;A. Callier;;False;"Persia borealis; Bender Ges: ad ripas et in silvis humidis.";;False;J. Bornmüller;;36.773867 , 53.948711;;;;False;Alnus subcordata C.A.Mey.;;;;
B;Herbarium Berolinense;B101200336;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Thüringen;;;;;;True;J. Bornmüller;;False;;True;;;True;Weimar: Forst von Troistedt;False;;J. Bornmüller;False;50.937744 , 11.24426;;;;False;Alnus incana var. borealis Norrl.;;;;
B;Herbarium Berolinense;B101200337;12;9145619;BETULACEAE;indet.;sp.;;Bolivien;False;;;False;Tarija;;;False;02/10/1927 - 02/10/1927;False;False;Troll;;False;285;False;;;True;Alto de Chiquiacá. Waldgrenze gegen Matten 2300 m;;False;;True;-21.870224 , -64.123837;;;;;Alnus jorullensis Kunth;;;;
B;Herbarium Berolinense;B101200338;12;9145619;BETULACEAE;indet.;sp.;;Polen;True;;;;Dolnośląskie;;;;26/08/1907 - 26/08/1907;False;False;C. Baenitz;;False;;True;;;True;"Breslau [Wrocław]; Königl. Botanischer Garten. In den Gebirgen Mitteleuropas bis Nordasien, Nordamerika.";False;;C. Baenitz,Bothe;False;;;;;True;Alnus viridis f. grandifolia (Beck) Callier;;;;
B;Herbarium Berolinense;B101200339;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Baden-Württemberg;;;;;;True;Petif;;;;True;;;True;Neckeraner Wald pr. Mannheim;True;False;Sehlmeyer;False;49.4732 , 8.469925;;;;;Alnus incana (L.) Moench;;;;
B;Herbarium Berolinense;B101200341;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Baden-Württemberg;;;;01/07/1885 - 31/07/1885;False;False;Christ;;False;;True;;;True;Schwarzwald. 1000 m.;False;;;True;;;;;True;Alnus viridis (Chaix) DC.;;;;
B;Herbarium Berolinense;B101200342;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Thüringen;;;;01/07/1903 - 31/07/1903;False;False;J. Bornmüller;;False;;True;A. Callier;;False;Berka a. Ilm: an der Chaussee nach München.;False;;J. Bornmüller;False;50.882790522955126 , 11.254634857177736;;;;False;Alnus incana var. subrotunda Callier;;;;
B;Herbarium Berolinense;B101200343;12;9145619;BETULACEAE;indet.;sp.;;Polen;False;;;;Pomorskie;;;;14/08/1911 - 19/08/1911;False;False;J. Bornmüller;;False;43;False;A. Callier;;False;Hinterpommern: bei Leba, Dünenwald;False;;J. Bornmüller;False;54.7604388 , 17.531376945616415;;;;False;Alnus incana var. vulgaris Spach;;;;
B;Herbarium Berolinense;B101200344;12;9145619;BETULACEAE;indet.;sp.;;Russland;False;;;;Karachay-Cherkess republic(Карачаево-Черкесская республика);;;;01/07/1979 - 31/07/1979;False;False;W. Hellmer;;False;;True;Ch. Beck;;False;Sowjetunion. West-Kaukasus: bei Teberda;False;;;True;43.441984223713575 , 41.739635467529304;;;;False;Alnus incana (L.) Moench;;;;
B;Herbarium Berolinense;B101200345;12;9145619;BETULACEAE;indet.;sp.;;Schweiz;False;;;;Basel-Stadt(Bâle-Ville);;;;01/01/1815 - 31/12/1815;False;False;Th. Fr. L. Nees v. Esenbeck;;False;;True;;;True;St. Jacob;False;;Nees v. Esenbeck;False;47.53900376248025 , 7.6149845123291025;;;;False;Betula alnus var. incana L.;;;;
B;Herbarium Berolinense;B101200346;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Thüringen;;;;31/07/1919 - 31/07/1919;;;J. Bornmüller;;False;21;;A. Callier;;False;Weimar: am Ettersberg oberhalb Gaberndorf;False;;J. Bornmüller;False;51.00500360027155 , 11.271800994873049;;;;False;Alnus incana var. vulgaris Spach;;;;
B;Herbarium Berolinense;B101200347;12;9145619;BETULACEAE;indet.;sp.;;Italien;False;;;;Trentino-Alto Adige;;;;06/08/1903 - 06/08/1903;False;False;J. Bornmüller;;False;;True;;;True;[Südtirol] Eggenthal (Bozen): bei Welschenofen, 1200 m;False;;J. Bornmüller;False;46.423579 , 11.541267;;;;False;Alnus incana var. vulgaris Spach;;;;
B;Herbarium Berolinense;B101200348;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Thüringen;;;;14/05/1921 - 14/05/1921;False;False;J. Bornmüller;;False;;True;A. Callier;;False;Weimar: Forstrand bei Troistedt;False;;J. Bornmüller;False;50.93684794296914 , 11.24330520629883;;;;False;Alnus incana var. borealis Norrl.;;;;
B;Herbarium Berolinense;B101200349;12;9145619;BETULACEAE;indet.;sp.;;Iran;;;;False;Gilan;;;False;01/05/1902 - 01/05/1902;;;J. et A. Bornmüller;;;8241;;A. Callier;;;Persia borealis: in silvis prope Rescht, Kudum;;False;J. Bornmüller;;37.055022 , 49.684622;;;;;Alnus subcordata C.A.Mey.;;;;
B;Herbarium Berolinense;B101200351;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Schleswig-Holstein;;;;15/05/1936 - 15/05/1936;False;False;J. Bornmüller;;False;;True;;;True;Weimar: Troistedter Forst;False;;Haussknecht,J. Bornmüller;False;50.93982351386418 , 11.240730285644533;;;;False;Alnus incana (L.) Moench;;;;
B;Herbarium Berolinense;B101200352;12;9145619;BETULACEAE;indet.;sp.;;Ecuador;False;;;;Chimborazo;;;;05/04/1933 - 05/04/1933;False;False;Erica Heinrichs;;False;820;False;;;True;Westkordillere, SW Seite des Tungurahua, 3600-3800 m ü. M. Quellgebiet des Agua de Oro. Hochwald der Hda Juibi drico Aliso.;True;False;;True;-1.485873685241258 , -78.45980644226074;;;;False;Alnus jorullensis var. ferruginea (Kunth) Kuntze;;;;
B;Herbarium Berolinense;B101200353;12;9145619;BETULACEAE;indet.;sp.;;Tschechien;;;;False;Vysočina;;;False;;;True;H. W. Reichardt;;;;True;;;True;Am kleinen ...berge bei Iglau [Jihlava];;False;;True;49.396064 , 15.5903065;;;;;Alnus viridis (Chaix) DC.;;;;
B;Herbarium Berolinense;B101200354;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Bayern;;;;03/03/1878 - 15/09/1878;False;False;A. Peter;;False;1841;False;;;True;Oberbayern, München, Isarauen.;False;;R. Beyer;False;48.17440449447973 , 11.617698669433596;;;;False;Alnus incana (L.) Moench;;;;
B;Herbarium Berolinense;B101200356;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;;;;False;;;;True;05/05/1815 - 05/05/1815;False;False;;;True;;True;;;True;In German. austral. Bey Königsfeld;False;;;True;;;;;True;Alnus viridis (Chaix) DC.;;;;
B;Herbarium Berolinense;B101200357;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Bayern;;;;01/08/1915 - 31/08/1915;False;False;J. Bornmüller;;False;;True;A. Callier;;False;Berchtesgaden: in der Ramsau, am Soleleitenweg [Soleleitungsweg], 700 - 1000 m;;False;J. Bornmüller;False;47.61009797312515 , 12.918334007263185;;;;False;Alnus incana (L.) Moench;;;;
B;Herbarium Berolinense;B101200358;12;9145619;BETULACEAE;indet.;sp.;;Polen;;;;False;Pomorskie;;;False;14/08/1911 - 19/08/1911;;;J. Bornmüller;;;;True;A. Callier;;;Hinterpomern: bei Leba, Dünenwald;;False;J. Bornmüller;;54.757757 , 17.559991;;;;;Alnus incana var. vulgaris Spach;;;;
B;Herbarium Berolinense;B101200359;12;9145619;BETULACEAE;indet.;sp.;;Russland;;;;False;Krasnodar krai(Краснодарский край);;;False;30/03/1996 - 30/03/1996;;;N. Orlova, D. Sokolov;;;;True;;;True;Krasnodarskiy kray, Sochinskiy rayon. Okrestnosti Krasnoy Polyany. Levyy bereg r. Mzymta bliz pos. Estosadok. [Region Krasnodar, Region Sotschi. Umgebung von Krasnaja Poljana. Linkes Ufer des Flusses Mzymta in der Nähe des Dorfes Estosadok.;;False;;True;43.675189 , 40.205522;;;;;Alnus incana (L.) Moench;;;;
B;Herbarium Berolinense;B101200360;12;9145619;BETULACEAE;indet.;sp.;;;False;;;True;;;;True;;;True;Beilschmid;;;;True;;;True;;;True;;True;;;;;True;;;;;
B;Herbarium Berolinense;B101200361;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Thüringen;;;;01/08/1926 - 31/08/1926;False;False;J. Bornmüller;;False;;True;A. Callier;;False;Weimar: Hainturm (Belvederer-forst).;False;;J. Bornmüller;False;50.9410459 , 11.365245467346014;;;;False;Alnus incana var. vulgaris Spach;;;;
B;Herbarium Berolinense;B101200362;12;9145619;BETULACEAE;indet.;sp.;;Italien;False;;;;Trentino-Alto Adige;;;;06/08/1903 - 06/08/1903;False;False;J. Bornmüller;;False;;True;;;True;Süd Tirol, bei Welschenofen (Eggenthal bei Bozen) 1200 m;False;;J. Bornmüller;False;46.43173614101534 , 11.540579795837404;;;;False;Alnus incana var. vulgaris Spach;;;;
B;Herbarium Berolinense;B101200363;12;9145619;BETULACEAE;indet.;sp.;;Schweden;False;;;;Östergötlands län;;;False;15/06/1924 - 15/06/1924;False;False;T. Vestergren;;False;;True;A. Callier;;False;ÖG. Omberg, Stocklycke äng;;False;J. Bornmüller;False;58.306724 , 14.627634;;;;;Alnus incana var. borealis Norrl.;;;;
B;Herbarium Berolinense;B101200364;12;9145619;BETULACEAE;indet.;sp.;;Iran;False;;;;Gilan;;;;01/05/1902 - 01/05/1902;False;False;J. et A. Bornmüller;;False;8241;False;A. Callier;;False;Persia borealis: Rescht [Rascht], in silves pr. Kudum [Kūh Dom];;False;J. Bornmüller;False;37.05134 , 49.65003;;;;;Alnus subcordata C.A.Mey.;;;;
B;Herbarium Berolinense;B101200366;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;;;;False;Thüringen;;;False;15/05/1936 - 15/05/1936;;;J. Bornmüller;;;;True;;;True;Weimar: Troistedter Forst.;;False;Haussknecht,J. Bornmüller;;50.939446654963085 , 11.242232683909648;;;;;Alnus incana var. borealis Norrl.;;;;
B;Herbarium Berolinense;B101200367;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;True;;;;Sachsen-Anhalt;;;;01/06/1896 - 01/06/1896;False;False;J. Bornmüller;;False;;True;A. Callier;;False;in arboreto Zöschen cult.;False;;J. Bornmüller;False;51.353644450000004 , 12.112781854842321;;;;False;Alnus incana var. subrotunda Callier;;;;
B;Herbarium Berolinense;B101200368;12;9145619;BETULACEAE;indet.;sp.;;Tschechien;False;;;;Jihočeský kraj;;;;06/06/1882 - 06/06/1882;False;False;Heimerl;;False;;True;;;True;"Süd-Böhmen; Umgebg. v. Gratzen [Nové Hrady].";False;;;True;48.792308371313965 , 14.77910041809082;;;;False;Alnus viridis (Chaix) DC.;;;;
B;Herbarium Berolinense;B101200369;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Bayern;;;;01/08/1982 - 01/08/1982;False;False;R. Vogt;;False;439;False;;;True;Spitzingsee, Feuchtgebiet am Westufer;False;;;True;47.66570534019236 , 11.882786750793459;;;;False;Alnus incana (L.) Moench;;;;
B;Herbarium Berolinense;B101200371;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Baden-Württemberg;;;;01/09/1857 - 30/09/1857;False;False;Colin;;False;;True;;;True;Sur les côtes près de Fribourg (Grand duché de Bade);;False;C. Billot,F. Wirtgen;False;47.9960901 , 7.8494005;;;;;Alnus viridis (Chaix) DC.;;;;
B;Herbarium Berolinense;B101200372;12;9145619;BETULACEAE;indet.;sp.;;Kanada;False;;;;Quebec / Québec;;;;22/08/1979 - 22/08/1979;False;False;Gilles Lemieux;;False;21812;False;Gilles Lemieux;;False;Grande rivière de la Baleine. Nouveau-Québec. Altitude 700 pieds. Exposition S. Pente 2°. Sable alluvionaire. Mor tourbeux. Bruli de pessière noire à mélèze, Salix humilis et alnus rugosa;False;;;True;55.05 , -76.71666666666667;;;;False;Alnus rugosa var. americana (Regel) Fernald;;;;
B;Herbarium Berolinense;B101200373;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;;;;False;Bayern;;;False;06/09/1922 - 06/09/1922;;False;Bornmüller;;;;True;A. Callier;;;Bavaria superior (Algovia). An der Osterach bei Hinterstein. 820 m.;;False;J. Bornmüller;False;47.475962 , 10.406018;;;;False;Alnus incana var. vulgaris Spach;;;;
B;Herbarium Berolinense;B101200374;12;9145619;BETULACEAE;indet.;sp.;;Ungarn;;;;False;Pest;;;False;02/08/1879 - 02/08/1879;;;Julius A. Tauscher;;;;True;;;True;Hungaria centralis - Comitatus Pest. Insula Csepel - E silvis prope pagum Sziget - Ujfalú;;False;;True;47.231487 , 18.928233;;;;;Alnus incana (L.) Moench;;;;
B;Herbarium Berolinense;B101200376;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Thüringen;;;;20/07/1919 - 20/07/1919;False;False;Bornmüller;;False;;True;A. Callier;;False;Weimar: Weg n. d. Hainturm.;False;;J. Bornmüller;;50.94625915039296 , 11.362524032592775;;;;False;Alnus incana var. vulgaris Spach;;;;
B;Herbarium Berolinense;B101200377;12;9145619;BETULACEAE;indet.;sp.;;Polen;False;;;False;Pomorskie;;;False;11/08/1911 - 11/08/1911;False;False;J. Bornmüller;;False;;True;A. Callier;;False;West-Preußen. Radaune-tal (bei Konitz [Chojnice]);False;;J. Bornmüller;False;53.690726 , 17.565203;;;;;Alnus incana var. vulgaris Spach;;;;
B;Herbarium Berolinense;B101200378;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Thüringen;;;;14/05/1921 - 14/05/1921;False;False;J. Bornmüller;;;;True;;;True;Weimar: Troistedt, am Forstrand;False;;J. Bornmüller;;50.939043 , 11.24433;;;;False;Alnus incana var. arcuata Skarman;;;;
B;Herbarium Berolinense;B101200379;12;9145619;BETULACEAE;indet.;sp.;;;False;;;True;;;;True;05/10/1911 - 05/10/1911;False;False;;;True;;True;A. Callier;;False;;;True;;True;;;;;True;Alnus subcordata C.A.Mey.;;;;
B;Herbarium Berolinense;B101200381;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Thüringen;;;;04/06/1922 - 04/06/1922;False;False;J. Bornmüller;;False;;True;;;True;Weimar: Forstrand bei Troistedt.-;False;;J. Bornmüller;False;50.9353123060048 , 11.238455772399904;;;;False;Alnus incana var. borealis Norrl.;;;;
B;Herbarium Berolinense;B101200382;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;True;;;;Bayern;;;;15/09/1919 - 15/09/1919;False;False;Toepffer;;False;;True;A. Callier;;False;Ex horto botanico Monacensi;False;;J. Bornmüller;False;;;;;True;Alnus tinctoria Sarg.;;;;
B;Herbarium Berolinense;B101200383;12;9145619;BETULACEAE;indet.;sp.;;Bulgarien;;;;False;Kjustendil(Кюстендил);;;False;14/08/1976 - 14/08/1976;;;Beck;;;;True;;;True;Laubwald in Rilagebirge auf Straße von Hütte Ribne ezero hoch Rila Kloster;;False;;True;42.14547412857775 , 23.367619514465332;;;;;Alnus viridis (Chaix) DC.;;;;
B;Herbarium Berolinense;B101200384;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Thüringen;;;;01/09/1915 - 30/09/1915;False;False;J. Bornmüller;;False;;True;;;True;Weimar: Gaberndorfer Bahn-ausschachtung;;False;J. Bornmüller;False;50.997008 , 11.27835;;;;False;Alnus incana (L.) Moench;;;;
B;Herbarium Berolinense;B101200386;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;False;Baden-Württemberg;;;False;01/04/1847 - 30/09/1847;;;Al. Braun;;;;True;;;True;Sur le Schlossberg, montagne près de Fribourg (Grand-duchè de Bade).;;False;F. Wirtgen;;47.9974939 , 7.8675518;;;;;Alnus viridis (Chaix) DC.;;;;
B;Herbarium Berolinense;B101200387;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Thüringen;;;;16/10/1919 - 16/10/1919;False;False;J. Bornmüller;;False;;True;A. Callier;;False;Berka a/Ilm: Abhänge bei München.;;False;J. Bornmüller;;50.86982716529019 , 11.259098052978517;;;;False;Alnus incana var. vulgaris Spach;;;;
B;Herbarium Berolinense;B101200388;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Thüringen;;;;20/10/1911 - 31/10/1911;False;False;J. Bornmüller;;False;;True;A. Callier;;False;Berka a/Ilm: Ilmufer bei Berka.;False;;J. Bornmüller;False;50.89598911664016 , 11.284503936767578;;;;False;Alnus incana var. vulgaris Spach;;;;
