specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collect_number - ;collect_number - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;owner - question_1;owner - no_info;geo - position;geo - radius;geo - description;geo - not_sure;geo - no_info;betulaceae_scientific_name - scientific_name;betulaceae_scientific_name - species_name_not_in_list;betulaceae_scientific_name - genus_name_not_in_list;betulaceae_scientific_name - not_sure;betulaceae_scientific_name - no_info
B;Herbarium Berolinense;B101213337;12;9145619;BETULACEAE;indet.;sp.;;Russland;False;;;;Kabardino-Balkar republic(Кабардино-Балкарская республика);;;;01/07/1981 - 31/07/1981;False;False;W. Hellmer;;;;True;;;True;Sowjetunion. Kaukasus: Itkol, 2000 m.;;False;;True;43.271667 , 42.540327;;;;False;Betula L.;;;;
B;Herbarium Berolinense;B101213338;12;9145619;BETULACEAE;indet.;sp.;;Russland;;;;False;Kabardino-Balkar republic(Кабардино-Балкарская республика);;;False;01/07/1987 - 31/07/1987;;;W. Hellmer;;;;True;;;True;UdSSR, Kaukasus: Jussengi-Tal bei Elbrus.;;False;;True;43.235627996351724 , 42.5632667541504;;;;;Betula L.;;;;
B;Herbarium Berolinense;B101213339;12;9145619;BETULACEAE;indet.;sp.;;Portugal;False;;;;Braga;;;;28/05/1939 - 28/05/1939;False;False;W. Rothmaler;;False;15591;False;;;True;Prov. Minko, Serra de Gerez ad margines rivulorum prope Borrageira, solo granitico, 1400 m s. m.;False;;;True;41.75888888888889 , -8.119166666666667;;;;False;Betula L.;;;;
B;Herbarium Berolinense;B101213340;12;9145619;BETULACEAE;indet.;sp.;;Spanien;False;;;;Granada;;;;27/07/1966 - 27/07/1966;False;False;H. Ern;;False;;True;;;True;Dehesa del Camarate, Sierra Nevada, 1750 m;False;;;True;37.1617753 , -3.2568821;;;;False;Betula L.;;;;
B;Herbarium Berolinense;B101213341;12;9145619;BETULACEAE;indet.;sp.;;Spanien;False;;;;Granada;;;;27/07/1966 - 27/07/1966;False;False;H. Ern;;False;;True;;;True;Dehesa del Camarate, Sierra Nevada, 1750 m;;False;;True;37.19420282165585 , -3.264269828796387;;;;False;Betula L.;;;;
B;Herbarium Berolinense;B101213045;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;;;;False;Sachsen-Anhalt;;;False;01/10/1933 - 31/10/1933;;False;Baschant;;;;True;;;True;Halle - Saale. Galgenberg.;;False;;True;51.5061747 , 11.9720698;;;;;Betula verrucosa Ehrh.;;;;
B;Herbarium Berolinense;B101213046;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;;;;False;Thüringen;;;False;01/06/1928 - 30/06/1928;;;J. Bornmüller;;;;True;;;True;Weimar: Nieder-Grunstedt, im Osterholz.;;False;J. Bornmüller;;50.957404 , 11.285463;;;;;Betula verrucosa Ehrh.;;;;
B;Herbarium Berolinense;B101213047;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;;;;False;Sachsen-Anhalt;;;False;03/05/1914 - 03/05/1914;;;Christmann;;False;;True;;;True;bei Freyburg a. U. [an der Unstrut];False;;;True;51.215527 , 11.772178;;;;;Betula verrucosa Ehrh.;;;;
B;Herbarium Berolinense;B101213048;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Sachsen;;;;01/03/1897 - 31/03/1897;False;False;O. Fiedler;;False;392;False;;;True;Dresden: Plauenscher Grund.;False;;Otto Fiedler;False;51.021449 , 13.6818833;;;;False;Betula verrucosa Ehrh.;;;;
B;Herbarium Berolinense;B101213049;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Sachsen;;;;01/04/1878 - 30/04/1878;False;False;J. Bornmüller;;False;;True;;;True;Bei Leipzig;False;;J. Bornmüller;False;51.342574 , 12.392684;;;;False;Betula verrucosa Ehrh.;;;;
B;Herbarium Berolinense;B101213050;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Sachsen;;;;01/04/1878 - 30/04/1878;False;False;J. Bornmüller;;False;;True;;;True;Bei Leipzig;False;;J. Bornmüller;False;51.3406321 , 12.3747329;;;;False;Betula verrucosa Ehrh.;;;;
B;Herbarium Berolinense;B101213051;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Bayern;;;;01/08/1948 - 31/08/1948;False;False;J. Bornmüller;;False;;True;;;True;Tölz: Straße nach Wackersdorf;False;;J. Bornmüller;False;47.74656741195017 , 11.550752313583397;;;;False;Betula verrucosa Ehrh.;;;;
B;Herbarium Berolinense;B101213052;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Bayern;;;;01/08/1941 - 31/08/1941;False;False;J. Bornmüller;;False;;True;;;True;Tölz: Straße nach Wackersdorf [Wackersberg].;;False;J. Bornmüller;False;47.744684 , 11.550514;;;;False;Betula verrucosa Ehrh.;;;;
B;Herbarium Berolinense;B101213053;12;9145619;BETULACEAE;indet.;sp.;;Schweiz;False;;;;Solothurn(Soleure);;;;15/07/1895 - 15/07/1895;False;False;;;True;7879;;;;True;Weissenstein, ob Gänsbrunnen um 800-900 m auf Matten mit Corylus, Juniperus etc. Gruppen bildend.;False;;Ernst H. L. Krause;False;47.258174577956474 , 7.489778995513917;;;;False;Betula verrucosa Ehrh.;;;;
B;Herbarium Berolinense;B101213054;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Baden-Württemberg;;;;18/04/1894 - 18/04/1894;;;Ernst H. L. Krause;;False;7882;False;;;True;Bühl, Wald b. Oberbruch;False;;Ernst H. L. Krause;;48.725914 , 8.087697;;;;False;Betula verrucosa Ehrh.;;;;
B;Herbarium Berolinense;B101213055;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Nordrhein-Westfalen;;;;08/09/1890 - 08/09/1890;False;False;F. Wirtgen;;False;;True;;;True;Rheinpreussen, Venusberg bei Bonn, Bodenart: Alluvium, Höhe über Meer: 150 M.;False;;;True;50.7016885 , 7.0993079;;;;False;Betula verrucosa Ehrh.;;;;
B;Herbarium Berolinense;B101213056;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Rheinland-Pfalz;;;;20/07/1884 - 20/07/1884;False;False;F. Wirtgen;;False;;True;;;True;Rheinpreussen, Westerald, Daaden;False;;;True;50.7391746 , 7.96766;;;;False;Betula verrucosa Ehrh.;;;;
B;Herbarium Berolinense;B101213057;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Nordrhein-Westfalen;;;;01/04/1916 - 30/04/1916;;;Baschant;;False;H772;;;;True;Essen - Ruhr;False;;;True;51.43625664631488 , 7.063179016113282;;;;False;Betula verrucosa Ehrh.;;;;
B;Herbarium Berolinense;B101213058;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;;;;False;Sachsen;;;False;01/01/1885 - 31/12/1885;;;E. Faber;;;;True;;;True;Wälder bei Torgau, u. im Glacis.;False;;Kurt Faber;False;51.557984 , 12.990532;;;;;Betula pendula Roth;;;;
B;Herbarium Berolinense;B101213059;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Nordrhein-Westfalen;;;;01/05/1931 - 31/05/1931;False;False;K. Faber & al.;;False;;True;;;True;Königsforst bei Köln;False;;Kurt Faber;False;50.9325 , 7.130277777777778;;;;False;Betula pendula Roth;;;;
B;Herbarium Berolinense;B101213060;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Sachsen;;;;01/01/1900 - 31/12/1900;False;False;Fr. Ulich;;False;;True;;;True;Kgr. Sachsen: Im Plauenschen Grunde bei Dresden.;False;;Fr. Ulich;False;51.023595156389625 , 13.686100244522097;;;;False;Betula pendula Roth;;;;
B;Herbarium Berolinense;B101213061;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Niedersachsen;;;;22/06/1890 - 22/06/1890;False;False;F. Wirtgen;;False;;True;;;True;Braunschweig. Südharz. Am Weiher zu Walkenried. Diluvium;;False;F. Wirtgen;;51.587976185966305 , 10.620946884155275;;;;;Betula pendula Roth;;;;
B;Herbarium Berolinense;B101213062;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;;;;False;Sachsen-Anhalt;;;False;14/08/1936 - 14/08/1936;;;L. Lange;;;;True;;;True;Bad Kösen, Mordtal (oberer Hang);;False;;True;51.129366 , 11.720815;;;;;Betula verrucosa Ehrh.;;;;
B;Herbarium Berolinense;B101213063;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Thüringen;;;;27/04/1969 - 27/04/1969;False;False;Beck;;False;;True;;;True;Taupadel bei Jena. Laubwald am Alten Gleisberg;False;;;True;50.9563702 , 11.703273;;;;False;Betula pendula Roth;;;;
B;Herbarium Berolinense;B101213064;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Sachsen-Anhalt;;;;26/06/1890 - 26/06/1890;False;False;F. Wirtgen;;False;;True;;;True;Nordharz, Hexentanzplatz bei Thale;False;;F. Wirtgen;False;51.7333158 , 11.0244296;;;;False;Betula verrucosa Ehrh.;;;;
B;Herbarium Berolinense;B101213065;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Thüringen;;;;30/07/1977 - 30/07/1977;False;False;M. Bäßler;;False;;True;M. Bäßler;;False;DDR, Kreis Saalfeld: Am Bohlen bei Saalfeld;False;;;True;50.63287925 , 11.382942537328358;;;;False;Betula pendula Roth;;;;
B;Herbarium Berolinense;B101213066;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Sachsen;;;;30/04/1952 - 30/04/1952;False;False;H. [Hempel];;;1337;False;H. [Hempel];;False;Großpostwitz, Laubmischwald im Cosuler Tal, V Querc. rob.;;False;W. Hempel;False;51.12028003005901 , 14.456291399406467;;;;;Betula pendula Roth;;;;
B;Herbarium Berolinense;B101213067;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;False;Sachsen;;;;25/05/1952 - 25/05/1952;False;False;H. [Hempel];;False;1340;False;H. [Hempel];;False;Kubschütz. Am Rande des Steinbruches an der Bahnlinie nach Löbau;False;;W. Hempel;False;51.16699671685291 , 14.518389701843263;;;;False;Betula pendula Roth;;;;
B;Herbarium Berolinense;B101213068;12;9145619;BETULACEAE;indet.;sp.;;;;;;True;;;;True;;;True;;;True;;True;;;True;Dissen;;False;Marquart;False;;;;;True;Betula pendula Roth;;;;
B;Herbarium Berolinense;B101213069;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Rheinland-Pfalz;;;;23/04/1868 - 23/04/1868;False;False;Th. Wolf;;False;;True;;;True;Am Laacher See.;False;;;True;50.40250347550915 , 7.267284393310548;;;;False;Betula pendula Roth;;;;
B;Herbarium Berolinense;B101213070;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Sachsen-Anhalt;;;;01/01/1891 - 31/12/1891;False;False;;;True;;True;;;True;Heide. Halle;False;;Andrae;False;51.468996 , 11.97481;;;;;Betula alba L.;;;;
B;Herbarium Berolinense;B101213071;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;;;;False;Thüringen;;;False;;;True;W. Israel;;;666;;E. Zimmermann;;;Gera.;;False;O. v. Linstow,H. Herold;False;50.877495 , 12.081333;;;;;Betula verrucosa Ehrh.;;;;
B;Herbarium Berolinense;B101213072;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Berlin;;;;01/01/1893 - 31/12/1893;False;False;Roman Schulz;;False;63;False;;;True;Provinz Brandenburg. Berlin: Beim Jagdschloß Grunewald.;False;;Roman Schulz;False;52.46733142599484 , 13.263072967529299;;;;False;Betula verrucosa Ehrh.;;;;
B;Herbarium Berolinense;B101213073;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Baden-Württemberg;;;;28/09/1985 - 28/09/1985;False;False;Ketelhut-Hoffmann;;False;302-94-85-10;False;Scho + Hep [H. Scholz et P. Hiepko];;False;Schwäbische Alb, Veringendorf an der Lauchert, Flußufer;False;;;True;48.160503855091555 , 9.20083522796631;;;;False;Betula pendula Roth;;;;
B;Herbarium Berolinense;B101213074;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Baden-Württemberg;;;;30/08/1984 - 30/08/1984;False;False;Meyer & Royl;;False;;True;H. Ern;;False;Schwäbische Alb, Niedermoor bei Ostrach, Alnus-Frangula-Betulagesellschaft, Weidewiesen.;False;;;True;47.949374 , 9.382753;;;;False;Betula pendula Roth;;;;
B;Herbarium Berolinense;B101213075;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;;;;False;Sachsen;;;False;26/04/1911 - 26/04/1911;;;H. Beger;;;;True;;;True;Dresden: auf dem Sauberg bei Koschütz;;False;H. Beger;;51.0173107 , 13.7014868;;;;;Betula pendula Roth;;;;
B;Herbarium Berolinense;B101213076;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;True;;;;Berlin;;;;15/04/1906 - 15/04/1906;False;False;Bachus;;False;;True;;;True;Gr. Lichterfe, Anpflanzung Nähe Schiessstand.;False;;;True;52.42401 , 13.306564;;;;;Betula pendula Roth;;;;
B;Herbarium Berolinense;B101213077;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Sachsen;;;;01/01/1880 - 31/12/1880;False;False;JB [J. Bornmüller];;False;353;;;;True;b. Lpzg [bei Leipzig];;False;J. Bornmüller;False;51.32727371911651 , 12.350868819017341;;;;False;Betula alba L.;;;;
B;Herbarium Berolinense;B101213078;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;;;;False;Thüringen;;;False;01/06/1904 - 30/06/1904;;;J. Bornmüller;;;;True;Mang;;;Weimar: Friedhof;;False;J. Bornmüller;;51.063367 , 11.3409997;;;;;Betula pendula Roth;;;;
B;Herbarium Berolinense;B101213080;12;9145619;BETULACEAE;indet.;sp.;;Italien;False;;;;Trentino-Alto Adige;;;;10/06/1982 - 25/06/1982;False;False;A. Polatschek;;False;;True;G. Natho;;False;Südtirol. Prov. Bozen: Jenesien bei Bozen, ca. 1100-1200 m, Bozener Quarzporphyr, verheideter Rotföhren-Wald, Wiesen;False;;;True;46.53475 , 11.329518;;;;False;Betula pendula Roth;;;;
B;Herbarium Berolinense;B101213081;12;9145619;BETULACEAE;indet.;sp.;;Bosnien und Herzegowina;False;;;;Federacija Bosne i Hercegovine;;;;14/06/1988 - 14/06/1988;False;False;A. Polatschek;;False;;True;G. Natho;;False;"Jugoslawien. W Travnik: nahe W Komar, ca. 900 m, Silikat; in Bachnähe";False;;;True;44.204888 , 17.487862;;;;False;Betula pendula Roth;;;;
B;Herbarium Berolinense;B101213082;12;9145619;BETULACEAE;indet.;sp.;;Spanien;False;;;;Huesca;;;False;03/08/1966 - 03/08/1966;False;False;H. Ern;;False;;True;;;True;Gállego-Tal, Aragonien;False;;;True;;;;;True;Betula verrucosa Ehrh.;;;;
B;Herbarium Berolinense;B101213083;12;9145619;BETULACEAE;indet.;sp.;;Spanien;;;;False;;;;True;03/08/1966 - 03/08/1966;;;H. Ern;;;;True;;;True;Gállego-Tal, Aragonien;;False;;True;;;;;True;Betula verrucosa Ehrh.;;;;
B;Herbarium Berolinense;B101213084;12;9145619;BETULACEAE;indet.;sp.;;Spanien;False;;;;;;;True;03/08/1966 - 03/08/1966;False;False;H. Ern;;False;;True;;;True;Gállego-Tal, Aragonien;False;;;True;;;;;True;Betula verrucosa Ehrh.;;;;
B;Herbarium Berolinense;B101213085;12;9145619;BETULACEAE;indet.;sp.;;Nordmazedonien;False;;;False;Saraj(Сарај);;;;16/08/1917 - 16/08/1917;False;False;J. Bornmüller;;False;1940;False;J. Bornmüller;;False;In reg. subalp. silvatica montis Kobelitza (Scand. occ.);False;;J. Bornmüller;False;41.99944444444444 , 21.252777777777776;;;;False;Betula verrucosa Ehrh.;;;;
B;Herbarium Berolinense;B101213086;12;9145619;BETULACEAE;indet.;sp.;;Kosovo;;;;False;;;;True;21/07/1918 - 21/07/1918;False;False;J. Bornmüller;;False;4960;False;J. Bornmüller;;False;Macedonia. In m. Ljubatrin [Ljuboten] (Scand or.), in fagetis pr. Mandra - Dubrova. 14-1500 m.;False;;J. Bornmüller;False;42.19605239858142 , 21.114692687988285;;;;False;Betula pendula Roth;;;;
B;Herbarium Berolinense;B101213087;12;9145619;BETULACEAE;indet.;sp.;;Nordmazedonien;False;;;;Gevgelija(Гевгелија);;;;01/07/1917 - 31/07/1917;False;False;L. Schultze-Jena;;False;249;False;J. Bornmüller;;False;"Macedonia centralis: In distr. montium Duditza- et Suharupa-planina, in cacumine Ketschikaja (= Tschitschikaja, Asantschesma); 1200 - 1250 m. s. m.";False;;J. Bornmüller;False;41.206944444444446 , 22.256944444444443;;;;;Betula verrucosa Ehrh.;;;;
B;Herbarium Berolinense;B101213088;12;9145619;BETULACEAE;indet.;sp.;;Frankreich;False;;;;Corse;;;;01/07/1938 - 31/07/1938;False;False;Rauh;;False;;True;Baschant;;False;Corsica;False;;Baschant;False;;;;;True;Betula verrucosa Ehrh.;;;;
B;Herbarium Berolinense;B101213089;12;9145619;BETULACEAE;indet.;sp.;;Italien;False;;;;Trentino-Alto Adige;;;;04/08/1907 - 04/08/1907;False;False;J. Bornmüller;;False;;True;;;True;[Tirol] Gröden (Dolomiten): bei St Ulrich. Alt 1220 m. s. m.;False;;J. Bornmüller;False;46.575242 , 11.668372;;;;False;Betula pendula Roth;;;;
B;Herbarium Berolinense;B101213090;12;9145619;BETULACEAE;indet.;sp.;;Italien;False;;;;Piemonte;;;;;;True;E. Rostan;;False;;True;;;True;Pedemont. Alpes Cottiae. Collines et sous alpes Vaudoises, croît jusque 1800 m. alt. s.m.;;False;E. Rostan,R. Beyer;;;;;;True;Betula verrucosa Ehrh.;;;;
B;Herbarium Berolinense;B101213091;12;9145619;BETULACEAE;indet.;sp.;;Italien;False;;;;Trentino-Alto Adige;;;;11/07/1904 - 11/07/1904;False;False;Otto E. Schulz;;False;;True;Roman Schulz;;False;Ortlergebiet: Trafoi, bei den Heiligen Drei Brunnen. Durch die Mahd verletztes Gesträuch.;False;;Roman Schulz;False;46.53120352905983 , 10.505676269531252;;;;False;Betula verrucosa Ehrh.;;;;
B;Herbarium Berolinense;B101213092;12;9145619;BETULACEAE;indet.;sp.;;Frankreich;False;;;;Corse;;;;27/05/1986 - 27/05/1986;False;False;R. Vogt;;False;4368;False;;;True;Haute Corse: O-Auffahrt zum Col de Vergio 1200-1400 m, Quellbach in Pinus - Wald.;False;;;True;42.29477039770032 , 8.884913921356203;;;;False;Betula alba L.;;;;
B;Herbarium Berolinense;B101213093;12;9145619;BETULACEAE;indet.;sp.;;Italien;False;;;;Veneto;;;;01/09/1889 - 30/09/1889;;;A. Goiran;;False;;True;Mang;;False;Mt. Lessinium Veronensium. Prope Cerro Veronese (732 m) in dumetis;;False;R. Beyer;False;45.570790667175984 , 11.041774749755861;;;;;Betula pendula Roth;;;;
B;Herbarium Berolinense;B101213094;12;9145619;BETULACEAE;indet.;sp.;;Griechenland;False;;;;Westmakedonien (Dytikí Makedonía);;;;06/07/1999 - 06/07/1999;False;False;A. Schuler;;False;99/877;False;;;True;Nomos: Florina, Dimos: Prespa. National park of Mikri Limni Prespa, banks of Megali Prespa, Salix-Betula wood. On alluvial deposits. Alt.: 860 m;False;;;True;40.821111111111115 , 21.092499999999998;;;;False;Betula L.;;;;
B;Herbarium Berolinense;B101213095;12;9145619;BETULACEAE;indet.;sp.;;Italien;;;;False;Valle d'Aosta;;;False;25/09/1983 - 25/09/1983;;;Hempel & Royl;;;;True;Butzin;;False;St. Marguerite Suc-Chessum, oberhalb der Ortschaft, Castanea-sativa-Wald, bis 1200 m.;;False;;True;45.62031098544745 , 7.7079176902771005;;;;;Betula pendula Roth;;;;
B;Herbarium Berolinense;B101213096;12;9145619;BETULACEAE;indet.;sp.;;Schweiz;;;;False;Wallis(Valais);;;False;;;True;;;True;94;False;;;True;In pascuis humidis Vallesiae.;;False;;True;;;;;True;Betula pendula Roth;;;;
B;Herbarium Berolinense;B101213097;12;9145619;BETULACEAE;indet.;sp.;;Andorra;;;;False;Canillo;;;False;09/05/1967 - 09/05/1967;;;H. Scholz et P. Hiepko;;;1110;;H.  Scholz;;;Im Tal des Rio Balira del Orient bei Canillo.;;False;;True;42.570256846174075 , 1.6088104248046877;;;;;Betula pendula Roth;;;;
B;Herbarium Berolinense;B101213098;12;9145619;BETULACEAE;indet.;sp.;;Österreich;False;;;;Vorarlberg;;;;05/07/1986 - 19/07/1986;False;False;A. Polatschek;;False;;True;G. Natho;;False;"Rätikon: Oberes Rellstal bei Vandans; ca. 1300 m, lehmiger Steilhang am Fichtenwaldrand";False;;;True;47.08961498688701 , 9.838171005249025;;;;False;Betula pendula Roth;;;;
B;Herbarium Berolinense;B101213099;12;9145619;BETULACEAE;indet.;sp.;;Österreich;False;;;;Steiermark;;;False;01/07/1885 - 01/07/1885;False;False;Hermann v. Kremer;;False;;True;;;True;"Auf Moorgrund im ""Moos"" bei Trieben.";;False;;True;47.487348 , 14.4857262;;;;;Betula alba L.;;;;
B;Herbarium Berolinense;B101213100;12;9145619;BETULACEAE;indet.;sp.;;Österreich;;;;False;Steiermark;;;False;01/07/1887 - 01/07/1887;;;HW.;;;;True;;;True;Moor bei Admont;;False;;True;47.57352950650687 , 14.458458423614504;;;;False;Betula alba L.;;;;
B;Herbarium Berolinense;B101213101;12;9145619;BETULACEAE;indet.;sp.;;Österreich;False;;;;Niederösterreich;;;;20/03/1882 - 20/03/1882;False;False;F. Ostermeyer;;False;;True;;;True;Kalenderberg bei Mödling;;False;V. Engelhardt;False;48.08316 , 16.28999;;;;False;Betula alba L.;;;;
B;Herbarium Berolinense;B101213102;12;9145619;BETULACEAE;indet.;sp.;;Österreich;False;;;False;Vorarlberg;;;;15/02/1882 - 15/02/1882;False;False;Schönach;;False;;True;;;True;Feldkirch;False;;R. Beyer;False;47.2375671 , 9.5981724;;;;False;Betula alba L.;;;;
B;Herbarium Berolinense;B101213103;12;9145619;BETULACEAE;indet.;sp.;;Italien;False;;;;Trentino-Alto Adige;;;;;;True;Hausmann;;False;;True;;;True;Tirolia austr.: Seis: Nickelkofl 3000';True;False;Hausmann,R. Beyer;;46.54514099724908 , 11.562252044677736;;;;False;Betula verrucosa Ehrh.;;;;
B;Herbarium Berolinense;B101213104;12;9145619;BETULACEAE;indet.;sp.;;Österreich;False;;;;Tirol;;;False;08/06/1989 - 08/06/1989;False;False;A. Polatschek;;False;;True;G. Natho;;False;Osttirol. Isel-Tal N Lienz: Schwarzach-Schlucht-Mündung bei Unter-Huben, ca. 800-830 m, höhere alte Alluvionen, steile Felshänge, z.T. bewaldet;False;;;True;46.930276 , 12.574079;;;;False;Betula pendula Roth;;;;
B;Herbarium Berolinense;B101213105;12;9145619;BETULACEAE;indet.;sp.;;Österreich;False;;;;Tirol;;;;27/07/1989 - 27/07/1989;False;False;A. Polatschek;;False;;True;G. Natho;;False;"Nordtirol. Ötztaler Alpen; Pitztal: linker Talweg zwischen Plangeroß und Mittelberg, 1670-1800m, Silikat; Achenufer, Mäh- und Weidewiesen, Fichtenwald, Blockhalden";False;;;True;46.97748780786449 , 10.866851806640627;;;;False;Betula L.;;;;
B;Herbarium Berolinense;B101213106;12;9145619;BETULACEAE;indet.;sp.;;Österreich;False;;;;Niederösterreich;;;;29/06/1986 - 29/06/1986;False;False;A. Polatschek;;False;;True;G. Natho;;False;"Waldviertel: Ostrong: Gr. Peilstein, 1060 m, auf den Gipfelfelsen; Silikat";;False;;True;48.3027566 , 15.1014097;;;;False;Betula pendula Roth;;;;
B;Herbarium Berolinense;B101213107;12;9145619;BETULACEAE;indet.;sp.;;Österreich;False;;;;Tirol;;;;29/08/1982 - 14/09/1982;;False;A. Polatschek;;False;;True;G. Natho;;False;Nordtirol, Tuxer Alpen: Tulfer Alm, 1700 m - Grier Alm, 1800 m - bei Lanersbach, Silikat + metam. Kalk;False;;G. Natho;False;47.14674524197957 , 11.735748052597048;;;;False;Betula pendula Roth;;;;
B;Herbarium Berolinense;B101213108;12;9145619;BETULACEAE;indet.;sp.;;Österreich;False;;;False;Tirol;;;;15/09/1983 - 15/09/1983;False;False;A. Polatschek;;False;;True;G. Natho;;False;"Nordtirol, Ötztaler Alpen: Oberes Kaunertal: unterhalb Birgalphütte, ca. 2000 m, Silikat; Pinus cembra-Wald.";False;;;True;46.891898021750066 , 10.73339581489563;;;;False;Betula pendula Roth;;;;
B;Herbarium Berolinense;B101213109;12;9145619;BETULACEAE;indet.;sp.;;Österreich;False;;;;Burgenland;;;;03/06/1975 - 03/06/1975;False;False;R. Seipka;;False;;True;G. Natho;;False;Bad Tatzmannsdorf: Waldgebiet N Drumling, ca. 400 m, Straßen-Waldrand;False;;;True;47.31734129824024 , 16.246719360351566;;;;False;Betula pendula Roth;;;;
B;Herbarium Berolinense;B101213110;12;9145619;BETULACEAE;indet.;sp.;;Österreich;False;;;;Tirol;;;;12/09/1983 - 12/09/1983;False;False;A. Polatschek;;False;;True;G. Natho;;False;Oberinntal: linker Inn-Aubereich zwischen Pfunds und Lafairsch [Lafairs], ca. 960 - 970 m;False;;;True;46.978261345448516 , 10.552282333374023;;;;False;Betula pendula Roth;;;;
B;Herbarium Berolinense;B101213111;12;9145619;BETULACEAE;indet.;sp.;;Österreich;False;;;;Tirol;;;;04/09/1983 - 04/09/1983;False;False;A. Polatschek;;False;;True;G. Natho;;False;Nordtirol, Oberinntal: rechte Inn-Au zwischen Pontlatz-Brücke und Prutz, ca. 860 m;False;;;True;47.10133658361022 , 10.663948059082031;;;;False;Betula pendula Roth;;;;
B;Herbarium Berolinense;B101213112;12;9145619;BETULACEAE;indet.;sp.;;Österreich;False;;;;Vorarlberg;;;;04/07/1983 - 16/07/1983;False;False;A. Polatschek;;False;;True;G. Natho;;False;"Gargellental: Gargellen (1423 m) - Hotel Reutehorn (ca. 1000 m); Bachufer, Wald- und Wiesenrand; Weiden;";False;;;True;47.00051606350543 , 9.944343566894533;;;;False;Betula pendula Roth;;;;
B;Herbarium Berolinense;B101213113;12;9145619;BETULACEAE;indet.;sp.;;Österreich;False;;;False;Tirol;;;;27/07/1982 - 05/08/1982;False;False;A. Polatschek;;False;;True;G. Natho;;False;"Ötztaler Alpen: Silikat; Venter Tal: Vent (1895 m) - Heiligkreuz (1711 m)";False;;;True;46.88636010208631 , 10.947704315185547;;;;False;Betula pendula Roth;;;;
B;Herbarium Berolinense;B101213114;12;9145619;BETULACEAE;indet.;sp.;;Österreich;False;;;;Niederösterreich;;;;31/03/1997 - 31/03/1997;False;False;B. Wallnöfer;;False;13438;False;B. Wallnöfer;;False;Weinviertel, Leiser Berge: Böschung zwischen einem Acker und einem Feldweg nahe am Sattel zwischen Schulberg und Zahberg N der Ortschaft Au bzw. 1,7 km NW Schloß Niederleis, 400 m, (7464/1).;;False;Bruno Wallnöfer;False;48.57013245765385 , 16.381301879882816;;;;False;Betula pendula Roth;;;;
B;Herbarium Berolinense;B101213115;12;9145619;BETULACEAE;indet.;sp.;;Österreich;False;;;;Tirol;;;;14/07/1980 - 14/07/1980;False;False;A. Polatschek;;False;;True;G. Natho;;False;Stanzertal: am Waldweg Landeck/Perfuchs-Tobadill W Zappenhof, ca. 1050 m, Quellmoor mit Alnus, Salix, Carex;False;;;True;47.13156327005366 , 10.52769184112549;;;;False;Betula pendula Roth;;;;
